id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,details,type,origin_id,network_id,contents
965,2019-10-10 21:11:51.784932,green,rectangle,,,,f,,{},info,161,36,3
238,2019-10-10 21:04:42.497175,wooden,guy,,,,f,,{},info,124,106,4
363,2019-10-10 21:05:48.096538,spiky,tail,,,,f,,{},info,132,91,6
245,2019-10-10 21:04:45.167267,green,leg,,,,f,,{},info,126,53,2
254,2019-10-10 21:04:49.864118,green,bus,,,,f,,{},info,129,100,3
282,2019-10-10 21:05:01.047736,purple,house,,,,f,,{},info,129,100,3
371,2019-10-10 21:05:51.798231,wooden,piece,,,,f,,{},info,128,51,5
289,2019-10-10 21:05:03.213055,yellow,plate,,,,f,,{},info,126,53,5
291,2019-10-10 21:05:05.62254,upstairs,coffee,,,,f,,{},info,129,100,1
310,2019-10-10 21:05:17.274358,,,,,,f,,{},info,50,50,"{{hot,bubble,a},{dirty,toast,NA},{icy,drink,a},{solid,tomato,a},{upstairs,dress,a},{dirty,spoon,a},{giant,carrot,a},{juicy,worm,a},{orange,ladybug,a},{raspberry,coffee,NA},{flat,paper,a},{green,giraffe,a},{wet,guy,a},{icy,penguin,a},{purple,lipstick,NA},{purple,kangaroo,a},{green,chair,a},{pink,pant,a},{red,cell,a},{dead,pile,a}}"
316,2019-10-10 21:05:20.389972,,attentioncheck,,,,f,,{},info,118,64,5
400,2019-10-10 21:06:08.551666,brown,hand,,,,f,,{},info,135,108,3
322,2019-10-10 21:05:24.994703,dark,eye,,,,f,,{},info,129,100,3
989,2019-10-10 21:12:02.269238,hot,coffee,,,,f,,{},info,165,93,6
325,2019-10-10 21:05:26.09287,red,clay,,,,f,,{},info,128,51,6
976,2019-10-10 21:11:55.482358,red,machine,,,,f,,{},info,165,93,3
343,2019-10-10 21:05:36.382732,yellow,coat,,,,f,,{},info,130,52,4
353,2019-10-10 21:05:42.742571,green,vegetable,,,,f,,{},info,132,91,7
356,2019-10-10 21:05:44.586057,furry,duck,,,,f,,{},info,132,91,6
983,2019-10-10 21:11:59.160214,hot,tent,,,,f,,{},info,165,93,2
388,2019-10-10 21:06:02.299476,giant,food,,,,f,,{},info,132,91,6
390,2019-10-10 21:06:03.658834,red,juice,,,,f,,{},info,132,91,7
392,2019-10-10 21:06:05.057103,red,fence,,,,f,,{},info,132,91,6
985,2019-10-10 21:12:00.642073,dirty,tank,,,,f,,{},info,163,37,4
395,2019-10-10 21:06:06.448738,dirty,finger,,,,f,,{},info,132,91,7
401,2019-10-10 21:06:08.67516,yellow,sand,,,,f,,{},info,134,90,5
402,2019-10-10 21:06:08.878905,,,,,,f,,{},info,68,68,"{{dead,bone,a},{orange,tiger,a},{yellow,card,a},{stormy,day,a},{green,telephone,a},{green,shoe,a},{bright,moonlight,NA},{red,bridge,a},{giant,cat,a},{hot,oven,an},{yellow,cupcake,a},{hot,tea,NA},{slippery,leg,a},{pink,ear,an},{giant,book,a},{green,sock,a},{red,pillow,a},{flat,cup,a},{wooden,hand,a},{red,grain,NA}}"
1016,2019-10-10 21:12:12.216328,red,gym,,,,f,,{},info,162,30,3
986,2019-10-10 21:12:01.251537,fuzzy,nose,,,,f,,{},info,159,34,2
1059,2019-10-10 21:12:28.91956,green,ring,,,,f,,{},info,167,35,3
1029,2019-10-10 21:12:18.160428,red,dog,,,,f,,{},info,163,37,1
1057,2019-10-10 21:12:27.736085,,,,,,f,,{},info,110,110,"{{wooden,stick,a},{orange,frog,a},{fuzzy,peach,a},{oval,circle,a},{wet,cup,a},{fuzzy,flower,a},{bearded,person,a},{yellow,cross,a},{purple,stair,a},{green,wagon,a},{pink,pony,a},{red,bucket,a},{hot,milk,NA},{pajamas,jeans,NA},{pink,octopus,an},{green,mark,a},{grey,paper,a},{red,clown,a},{hot,food,NA},{red,railing,a}}"
1077,2019-10-10 21:12:34.564712,wooden,stick,,,,f,,{},info,172,110,6
