id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,details,type,origin_id,network_id,contents
74,2019-10-09 23:48:13.042939,silver,line,,,,t,2019-10-09 23:49:08.71603,{},info,9,1,3
211,2019-10-10 00:06:01.728323,pink,crayon,,,,f,,{},info,15,5,3
215,2019-10-10 00:06:07.297498,green,knife,,,,f,,{},info,15,5,3
203,2019-10-10 00:05:39.661105,purple,octopus,,,,f,,{},info,15,5,3
88,2019-10-09 23:48:46.988549,,attentioncheck,,,,t,2019-10-09 23:49:08.600524,{},info,9,1,5
82,2019-10-09 23:48:34.620795,green,grasshopper,,,,t,2019-10-09 23:49:08.648124,{},info,9,1,5
212,2019-10-10 00:06:03.765348,dark,owl,,,,f,,{},info,15,5,4
107,2019-10-09 23:50:54.6305,solid,smack,,,,t,2019-10-09 23:51:40.530798,{},info,10,5,4
102,2019-10-09 23:50:20.866155,dark,owl,,,,t,2019-10-09 23:51:40.550423,{},info,10,5,4
98,2019-10-09 23:50:13.154632,dark,barn,,,,t,2019-10-09 23:51:40.589072,{},info,10,5,3
126,2019-10-09 23:51:41.634269,wet,towel,,,,t,2019-10-09 23:52:23.292943,{},info,11,3,5
121,2019-10-09 23:51:25.321196,purple,salad,,,,t,2019-10-09 23:52:23.34713,{},info,11,3,1
120,2019-10-09 23:51:22.478238,purple,bin,,,,t,2019-10-09 23:52:23.359874,{},info,11,3,2
176,2019-10-09 23:53:18.866301,,attentioncheck,,,,t,2019-10-09 23:53:41.152593,{},info,12,5,5
151,2019-10-09 23:52:50.12759,dark,barn,,,,t,2019-10-09 23:53:41.277556,{},info,12,5,5
137,2019-10-09 23:52:33.132476,purple,wheel,,,,t,2019-10-09 23:53:41.338767,{},info,12,5,2
182,2019-10-09 23:55:35.768142,bright,shirt,,,,f,,{},info,14,3,4
187,2019-10-09 23:55:50.723091,purple,salad,,,,f,,{},info,14,3,1
204,2019-10-10 00:05:42.747688,purple,octopus,,,,f,,{},info,15,5,3
124,2019-10-09 23:51:35.655513,fuzzy,fur,,,,t,2019-10-09 23:52:23.311013,{},info,11,3,4
84,2019-10-09 23:48:39.400172,yellow,puppy,,,,t,2019-10-09 23:49:08.631874,{},info,9,1,3
83,2019-10-09 23:48:36.914834,flat,cardboard,,,,t,2019-10-09 23:49:08.640044,{},info,9,1,4
188,2019-10-09 23:55:53.641888,pink,basement,,,,f,,{},info,14,3,2
205,2019-10-10 00:05:48.362759,purple,octopus,,,,f,,{},info,15,5,4
109,2019-10-09 23:50:56.77018,green,knife,,,,t,2019-10-09 23:51:40.521694,{},info,10,5,5
101,2019-10-09 23:50:19.233114,pink,crayon,,,,t,2019-10-09 23:51:40.560463,{},info,10,5,2
93,2019-10-09 23:50:01.604812,purple,octopus,,,,t,2019-10-09 23:51:40.631641,{},info,10,5,4
128,2019-10-09 23:51:48.154827,orange,nose,,,,t,2019-10-09 23:52:23.275891,{},info,11,3,1
125,2019-10-09 23:51:38.70142,green,track,,,,t,2019-10-09 23:52:23.302277,{},info,11,3,3
161,2019-10-09 23:53:00.96532,naked,girl,,,,t,2019-10-09 23:53:40.924577,{},info,13,1,3
154,2019-10-09 23:52:52.66156,hot,noodle,,,,t,2019-10-09 23:53:40.956163,{},info,13,1,5
152,2019-10-09 23:52:51.034066,hot,cake,,,,t,2019-10-09 23:53:40.964185,{},info,13,1,4
146,2019-10-09 23:52:42.54838,purple,ladybug,,,,t,2019-10-09 23:53:40.988588,{},info,13,1,1
145,2019-10-09 23:52:40.985854,silver,ship,,,,t,2019-10-09 23:53:40.996764,{},info,13,1,2
143,2019-10-09 23:52:39.625978,hot,door,,,,t,2019-10-09 23:53:41.004749,{},info,13,1,2
140,2019-10-09 23:52:36.178822,springy,tail,,,,t,2019-10-09 23:53:41.023263,{},info,13,1,3
169,2019-10-09 23:53:10.143971,bright,card,,,,t,2019-10-09 23:53:41.189955,{},info,12,5,3
153,2019-10-09 23:52:52.261597,wet,sock,,,,t,2019-10-09 23:53:41.263054,{},info,12,5,3
149,2019-10-09 23:52:47.99619,dark,cow,,,,t,2019-10-09 23:53:41.288893,{},info,12,5,5
139,2019-10-09 23:52:35.282993,purple,octopus,,,,t,2019-10-09 23:53:41.329481,{},info,12,5,1
181,2019-10-09 23:55:32.388128,red,arrow,,,,f,,{},info,14,3,3
184,2019-10-09 23:55:41.081272,wet,snow,,,,f,,{},info,14,3,3
186,2019-10-09 23:55:46.611448,purple,bin,,,,f,,{},info,14,3,2
113,2019-10-09 23:51:06.184563,wooden,stool,,,,t,2019-10-09 23:51:40.503661,{},info,10,5,5
207,2019-10-10 00:05:52.547249,dark,cow,,,,f,,{},info,15,5,2
94,2019-10-09 23:50:03.554022,solid,food,,,,t,2019-10-09 23:51:40.623515,{},info,10,5,6
219,2019-10-10 00:06:11.95115,plastic,tunnel,,,,f,,{},info,15,5,4
129,2019-10-09 23:51:53.075913,plastic,garbage,,,,t,2019-10-09 23:52:23.267304,{},info,11,3,5
